product,currency,customer_gender,day_of_week,order_date,order_id,taxful_total_price,total_quantity,geoip.continent_name,geoip.city_name
Planches d’équilibre,EUR,MALE,Tuesday,2024-12-31T11:35:31+00:00,557793,45.98,2,Africa,Marrakesh
Ballon de football,EUR,FEMALE,Monday,2025-01-06T07:13:26+00:00,565728,95.98,2,North America,New York
Vélos d’appartement,EUR,MALE,Saturday,2024-12-28T10:14:53+00:00,553655,25.98,2,Asia,Abu Dhabi
Casquette de sport,EUR,MALE,Saturday,2024-12-28T10:55:12+00:00,553690,91.98,2,Asia,Abu Dhabi
Shorts de running,EUR,MALE,Saturday,2024-12-28T03:37:26+00:00,553259,35.98,2,Asia,Dubai
Sac de sport,EUR,FEMALE,Sunday,2025-01-19T08:39:50+00:00,583244,70.98,2,Europe,
Bouteille isotherme,EUR,MALE,Saturday,2025-01-04T12:11:31+00:00,563250,85.98,2,Africa,Marrakesh
Montre de sport,EUR,FEMALE,Saturday,2025-01-04T12:50:24+00:00,563282,46.98,2,Europe,Cannes
Palmes de natation,EUR,FEMALE,Friday,2024-12-27T17:39:50+00:00,732748,100.96,4,Europe,Monte Carlo
Chaussures de trail,EUR,FEMALE,Wednesday,2025-01-15T08:18:14+00:00,713094,47.99,1,North America,Los Angeles
Kettlebell,EUR,FEMALE,Thursday,2025-01-23T17:15:22+00:00,713133,59.99,1,Asia,Dubai
Snowboard,EUR,FEMALE,Thursday,2025-01-16T09:20:10+00:00,713162,47.99,1,North America,New York
Bouteille isotherme,EUR,FEMALE,Saturday,2025-01-18T05:16:48+00:00,713204,47.99,1,North America,Los Angeles
Snowboard,EUR,FEMALE,Thursday,2025-01-16T08:13:55+00:00,712851,51.99,1,Europe,Birmingham
Casquette de sport,EUR,FEMALE,Friday,2025-01-10T20:32:38+00:00,712888,47.99,1,Africa,Cairo
Snowboard,EUR,FEMALE,Thursday,2025-01-09T09:59:02+00:00,712926,51.99,1,Africa,Marrakesh
Chaussures de football,EUR,FEMALE,Sunday,2025-01-12T01:01:55+00:00,712980,47.99,1,Africa,Marrakesh
Shorts de running,EUR,FEMALE,Sunday,2025-01-12T02:51:22+00:00,713028,47.99,1,Europe,Cannes
Raquette de tennis,EUR,FEMALE,Sunday,2025-01-12T23:35:31+00:00,713083,59.99,1,South America,Bogotu00e1
Montre de sport,EUR,FEMALE,Sunday,2025-01-12T17:02:24+00:00,712800,47.99,1,Europe,Birmingham
Tapis de yoga,EUR,MALE,Friday,2025-01-24T03:43:12+00:00,718838,78.96,4,Asia,Istanbul
Chaussures de randonnée,EUR,FEMALE,Tuesday,2024-12-31T22:59:31+00:00,730387,107.96,4,North America,New York
Bonnet de natation,EUR,MALE,Friday,2025-01-17T21:27:22+00:00,718178,185.96,4,Asia,Istanbul
Patins à glace,EUR,MALE,Monday,2025-01-20T22:52:19+00:00,718046,206.96,4,Africa,Cairo
Maillot de bain,EUR,FEMALE,Tuesday,2025-01-07T08:09:36+00:00,731037,107.96,4,North America,New York
Ski,EUR,FEMALE,Saturday,2024-12-28T11:41:17+00:00,553746,57.98,2,North America,New York
Shorts de running,EUR,MALE,Saturday,2024-12-28T12:25:55+00:00,553795,36.98,2,Africa,Cairo
Filet de volleyball,EUR,FEMALE,Saturday,2024-12-28T04:53:46+00:00,553341,49.98,2,South America,Bogotu00e1
Veste de sport,EUR,MALE,Saturday,2024-12-28T05:36:58+00:00,553383,41.98,2,Asia,Istanbul
Corde à sauter,EUR,MALE,Sunday,2024-12-29T09:40:19+00:00,554987,55.98,2,Europe,
Gants de cyclisme,EUR,FEMALE,Sunday,2024-12-29T21:34:34+00:00,555634,31.98,2,Europe,Birmingham
Sac à dos de randonnée,EUR,MALE,Sunday,2024-12-29T22:14:53+00:00,555670,19.98,2,Africa,Marrakesh
Raquette de badminton,EUR,MALE,Monday,2024-12-30T06:28:48+00:00,556130,69.98,2,Asia,Abu Dhabi
Vélos d’appartement,EUR,FEMALE,Tuesday,2025-01-21T10:49:26+00:00,586043,45.98,2,North America,Los Angeles
Chaussures de piscine,EUR,MALE,Tuesday,2025-01-21T11:55:41+00:00,586098,45.98,2,Europe,Birmingham
Haltères,EUR,FEMALE,Tuesday,2025-01-21T17:55:41+00:00,586452,60.98,2,North America,New York
Gants de cyclisme,EUR,MALE,Friday,2024-12-27T14:29:46+00:00,552556,149.98,2,North America,Los Angeles
Bonnet de natation,EUR,FEMALE,Saturday,2025-01-18T23:00:58+00:00,582696,45.98,2,Africa,Marrakesh
Montre de sport,EUR,FEMALE,Saturday,2025-01-18T22:12:00+00:00,582651,43.98,2,Europe,Cannes
Pantalon de survêtement,EUR,MALE,Wednesday,2025-01-01T02:00:58+00:00,558669,87.98,2,Africa,Marrakesh
Chaussures de randonnée,EUR,FEMALE,Monday,2025-01-20T15:21:36+00:00,585013,81.98,2,Europe,Birmingham
Shorts de running,EUR,FEMALE,Monday,2025-01-20T18:31:41+00:00,585172,91.98,2,North America,New York
Raquette de badminton,EUR,FEMALE,Monday,2025-01-20T20:58:34+00:00,585317,35.98,2,Europe,Birmingham
Filet de volleyball,EUR,MALE,Monday,2025-01-20T21:56:10+00:00,585362,32.98,2,Asia,Abu Dhabi
Ski,EUR,MALE,Monday,2024-12-30T03:41:46+00:00,555971,92.98,2,Asia,Abu Dhabi
Serviette de sport,EUR,MALE,Sunday,2025-01-05T17:32:38+00:00,564937,107.98,2,Africa,Marrakesh
Casquette de sport,EUR,FEMALE,Sunday,2025-01-05T18:40:19+00:00,564994,36.98,2,Asia,
Sac à dos de randonnée,EUR,FEMALE,Sunday,2025-01-05T02:26:53+00:00,564070,119.98,2,Africa,Cairo
Paddle gonflable,EUR,MALE,Sunday,2025-01-05T00:14:24+00:00,563928,109.98,2,North America,Los Angeles
Montre de sport,EUR,FEMALE,Friday,2025-01-03T04:53:46+00:00,561505,41.98,2,North America,New York
Gourde de sport,EUR,FEMALE,Tuesday,2025-01-21T21:48:58+00:00,586676,45.98,2,Europe,
Ski,EUR,MALE,Thursday,2025-01-09T16:04:48+00:00,570264,66.98,2,Asia,Dubai
Bandes élastiques de musculation,EUR,FEMALE,Sunday,2025-01-12T00:27:22+00:00,573418,87.98,2,Europe,Cannes
Palmes de natation,EUR,MALE,Sunday,2025-01-12T01:29:17+00:00,573472,47.98,2,Asia,
Filet de volleyball,EUR,FEMALE,Sunday,2025-01-12T08:13:55+00:00,573835,98.98,2,Asia,Dubai
Rouleau de massage,EUR,MALE,Sunday,2025-01-12T09:25:55+00:00,573907,45.98,2,Asia,Istanbul
Patins à glace,EUR,MALE,Sunday,2025-01-12T12:01:26+00:00,574049,49.98,2,North America,New York
Raquette de badminton,EUR,FEMALE,Sunday,2025-01-12T12:54:43+00:00,574099,38.98,2,Africa,Marrakesh
Veste de sport,EUR,MALE,Friday,2025-01-03T20:42:43+00:00,562403,62.98,2,North America,New York
Snowboard,EUR,MALE,Wednesday,2025-01-22T08:22:34+00:00,587251,53.98,2,North America,Los Angeles
Chaussures de course,EUR,FEMALE,Wednesday,2025-01-22T09:18:43+00:00,587304,24.98,2,Africa,Marrakesh
Bouteille isotherme,EUR,MALE,Saturday,2025-01-04T14:47:02+00:00,563392,37.98,2,Asia,Istanbul
Ballon de football,EUR,MALE,Wednesday,2025-01-15T21:08:38+00:00,578495,37.98,2,North America,New York
Serviette de sport,EUR,MALE,Wednesday,2025-01-15T21:57:36+00:00,578542,36.98,2,Asia,
Patins à glace,EUR,MALE,Wednesday,2025-01-15T22:58:05+00:00,578594,35.98,2,Africa,Cairo
Chaussures de randonnée,EUR,MALE,Friday,2025-01-03T02:11:02+00:00,561342,53.98,2,Asia,Istanbul
Planche de surf,EUR,FEMALE,Tuesday,2025-01-21T19:09:07+00:00,586508,45.98,2,Asia,Dubai
Planches d’équilibre,EUR,MALE,Tuesday,2025-01-21T08:51:22+00:00,585949,53.98,2,Africa,Cairo
Ski,EUR,FEMALE,Tuesday,2025-01-21T09:51:50+00:00,585990,46.98,2,North America,New York
Ballon de basketball,EUR,MALE,Tuesday,2025-01-21T06:21:36+00:00,585819,43.98,2,Africa,Marrakesh
Chaussures de randonnée,EUR,MALE,Tuesday,2025-01-21T07:30:43+00:00,585884,36.98,2,South America,Bogotu00e1
Raquette de tennis,EUR,MALE,Tuesday,2025-01-21T07:50:53+00:00,585904,31.98,2,Africa,Cairo
Chaussures de football,EUR,FEMALE,Sunday,2025-01-12T14:06:43+00:00,574160,114.98,2,Africa,Marrakesh
Ballon de football,EUR,FEMALE,Sunday,2025-01-12T15:00:00+00:00,574210,33.98,2,North America,Los Angeles
Gourde de sport,EUR,MALE,Wednesday,2025-01-15T12:34:34+00:00,578048,114.98,2,Europe,
Shorts de running,EUR,MALE,Wednesday,2025-01-15T13:37:55+00:00,578099,91.98,2,Asia,
Kettlebell,EUR,MALE,Monday,2025-01-13T11:35:31+00:00,575350,95.98,2,Asia,
Chaussures de piscine,EUR,FEMALE,Monday,2025-01-13T11:55:41+00:00,575372,53.98,2,Europe,Cannes
Rouleau de massage,EUR,FEMALE,Monday,2025-01-13T12:37:26+00:00,575403,26.98,2,North America,New York
Planches d’équilibre,EUR,FEMALE,Wednesday,2025-01-15T09:51:50+00:00,577877,41.98,2,Europe,Birmingham
Gants de boxe,EUR,FEMALE,Wednesday,2025-01-15T10:16:19+00:00,577909,62.98,2,North America,Los Angeles
Chaussures de randonnée,EUR,MALE,Tuesday,2025-01-07T19:24:58+00:00,567729,62.98,2,Asia,Abu Dhabi
Lunettes de natation,EUR,FEMALE,Monday,2025-01-13T22:53:46+00:00,575953,41.98,2,Asia,Dubai
Masque de plongée,EUR,FEMALE,Tuesday,2025-01-14T11:15:22+00:00,576645,45.98,2,Europe,Monte Carlo
Raquette de badminton,EUR,MALE,Monday,2025-01-13T17:09:36+00:00,575648,70.98,2,North America,New York
Raquette de tennis,EUR,FEMALE,Monday,2025-01-13T18:00:00+00:00,575696,93.98,2,Asia,
Corde à sauter,EUR,MALE,Thursday,2024-12-26T09:47:31+00:00,550921,121.98,2,North America,Los Angeles
Chaussures de trail,EUR,FEMALE,Thursday,2024-12-26T10:17:46+00:00,550951,53.98,2,Europe,
Chaussures de football,EUR,FEMALE,Thursday,2024-12-26T10:56:38+00:00,550989,82.98,2,Europe,
Bonnet de natation,EUR,MALE,Tuesday,2025-01-07T13:46:34+00:00,567384,57.98,2,North America,New York
Palmes de natation,EUR,FEMALE,Thursday,2025-01-09T02:11:02+00:00,569424,80.98,2,North America,Los Angeles
Ballon de football,EUR,MALE,Thursday,2025-01-09T02:47:02+00:00,569468,78.98,2,Asia,Abu Dhabi
Filet de volleyball,EUR,MALE,Thursday,2025-01-09T03:15:50+00:00,569505,63.98,2,South America,Bogotu00e1
Ski,EUR,FEMALE,Thursday,2025-01-09T00:24:29+00:00,569337,31.98,2,South America,Bogotu00e1
Casquette de sport,EUR,MALE,Thursday,2025-01-09T00:48:58+00:00,569362,61.98,2,Asia,Abu Dhabi
Pantalon de survêtement,EUR,FEMALE,Thursday,2025-01-09T01:07:41+00:00,569375,107.98,2,Asia,
Snowboard,EUR,MALE,Thursday,2025-01-09T01:22:05+00:00,569387,47.98,2,Asia,Dubai
Sac de sport,EUR,FEMALE,Monday,2024-12-30T10:59:31+00:00,556388,43.98,2,North America,New York
Raquette de badminton,EUR,FEMALE,Saturday,2025-01-04T20:18:14+00:00,563697,31.98,2,North America,New York
Patins à glace,EUR,MALE,Tuesday,2025-01-07T00:15:50+00:00,566690,43.98,2,North America,Los Angeles
Sac de sport,EUR,FEMALE,Tuesday,2025-01-07T05:02:24+00:00,566951,82.98,2,Europe,Cannes
Bouteille isotherme,EUR,FEMALE,Tuesday,2025-01-07T05:29:46+00:00,566982,33.98,2,Europe,
Veste de sport,EUR,MALE,Tuesday,2025-01-07T00:46:05+00:00,566725,45.98,2,Europe,
Snowboard,EUR,MALE,Saturday,2025-01-04T12:04:19+00:00,563246,49.98,2,Europe,
Chaussures de piscine,EUR,FEMALE,Wednesday,2025-01-22T03:05:46+00:00,586960,93.99,2,North America,New York
Sac à dos de randonnée,EUR,FEMALE,Wednesday,2025-01-22T04:01:55+00:00,587015,36.98,2,Europe,Cannes
Casque de vélo,EUR,MALE,Tuesday,2025-01-21T23:35:31+00:00,586766,84.98,2,Africa,Marrakesh
Sac de sport,EUR,FEMALE,Wednesday,2025-01-22T00:46:05+00:00,586824,41.98,2,Africa,Cairo
Montre de sport,EUR,FEMALE,Wednesday,2025-01-22T01:09:07+00:00,586848,107.98,2,Europe,
Casque de vélo,EUR,FEMALE,Wednesday,2025-01-22T01:53:46+00:00,586902,69.98,2,Europe,Cannes
Shorts de running,EUR,MALE,Wednesday,2025-01-22T05:08:10+00:00,587072,192.98,2,Asia,Istanbul
Maillot de bain,EUR,FEMALE,Wednesday,2025-01-22T06:12:58+00:00,587125,36.98,2,Asia,Dubai
Masque de plongée,EUR,MALE,Tuesday,2025-01-21T18:57:36+00:00,586497,94.98,2,Africa,Marrakesh
Gants de boxe,EUR,MALE,Tuesday,2025-01-21T08:32:38+00:00,585934,45.98,2,South America,Bogotu00e1
Lunettes de natation,EUR,MALE,Tuesday,2025-01-21T09:31:41+00:00,585976,47.98,2,Africa,Marrakesh
Ballon de football,EUR,FEMALE,Monday,2025-01-20T08:47:02+00:00,584641,30.98,2,Asia,Dubai
Paddle gonflable,EUR,MALE,Monday,2025-01-20T09:34:34+00:00,584685,22.98,2,North America,New York
Bouteille isotherme,EUR,FEMALE,Monday,2025-01-20T10:00:29+00:00,584701,129.98,2,Asia,Dubai
Maillot de bain,EUR,FEMALE,Sunday,2025-01-19T22:06:14+00:00,584027,40.98,2,Europe,Birmingham
Ballon de football,EUR,FEMALE,Friday,2025-01-17T08:51:22+00:00,580502,70.98,2,North America,Los Angeles
Clubs de golf,EUR,MALE,Saturday,2025-01-18T00:12:58+00:00,581346,41.98,2,Europe,Cannes
Sac de sport,EUR,MALE,Saturday,2025-01-18T01:12:00+00:00,581394,47.98,2,Asia,Abu Dhabi
Gants de boxe,EUR,FEMALE,Saturday,2025-01-18T02:19:41+00:00,581459,126.98,2,Europe,Birmingham
Lunettes de natation,EUR,MALE,Wednesday,2025-01-01T00:46:05+00:00,558589,43.98,2,North America,New York
Serviette de sport,EUR,FEMALE,Wednesday,2025-01-01T00:59:02+00:00,558606,124.98,2,Europe,Cannes
Paddle gonflable,EUR,MALE,Wednesday,2025-01-01T13:32:10+00:00,559267,39.98,2,Africa,Marrakesh
Pantalon de survêtement,EUR,MALE,Wednesday,2025-01-01T10:48:00+00:00,559113,22.98,2,Europe,
Rouleau de massage,EUR,FEMALE,Friday,2025-01-24T20:36:58+00:00,590623,52.98,2,Africa,Marrakesh
Gants de boxe,EUR,FEMALE,Tuesday,2025-01-21T14:54:14+00:00,586284,85.98,2,Europe,Birmingham
Serviette de sport,EUR,FEMALE,Tuesday,2025-01-21T15:23:02+00:00,586319,57.98,2,Europe,Birmingham
Gants de cyclisme,EUR,FEMALE,Tuesday,2025-01-21T16:20:38+00:00,586366,58.98,2,North America,New York
Planche de surf,EUR,FEMALE,Tuesday,2025-01-21T16:35:02+00:00,586385,43.98,2,Africa,Marrakesh
Chaussures de football,EUR,FEMALE,Sunday,2025-01-12T14:52:48+00:00,574205,61.98,2,Europe,
Haltères,EUR,MALE,Wednesday,2025-01-15T12:46:05+00:00,578062,19.98,2,Africa,Marrakesh
Serviette de sport,EUR,FEMALE,Wednesday,2025-01-15T13:53:46+00:00,578108,118.98,2,Europe,Birmingham
Ski,EUR,FEMALE,Monday,2025-01-13T11:47:02+00:00,575363,29.98,2,North America,Los Angeles
Planche de surf,EUR,FEMALE,Wednesday,2025-01-15T08:54:14+00:00,577826,99.98,2,Europe,Birmingham
Bandes élastiques de musculation,EUR,MALE,Wednesday,2025-01-15T09:43:12+00:00,577870,32.98,2,Europe,Cannes
Serviette de sport,EUR,FEMALE,Wednesday,2025-01-15T10:32:10+00:00,577924,84.98,2,North America,Los Angeles
Shorts de running,EUR,MALE,Friday,2025-01-10T13:49:26+00:00,714391,153.96,4,Africa,Cairo
Tapis de yoga,EUR,MALE,Wednesday,2025-01-22T10:40:48+00:00,714707,162.96,4,Asia,Istanbul
Palmes de natation,EUR,FEMALE,Sunday,2025-01-19T03:23:02+00:00,732775,145.96,4,Asia,Dubai
Protège-dents,EUR,MALE,Thursday,2025-01-02T20:38:24+00:00,561009,53.98,2,Africa,Marrakesh
Masque de plongée,EUR,MALE,Thursday,2025-01-16T12:54:43+00:00,579370,134.98,2,North America,New York
Protège-dents,EUR,FEMALE,Thursday,2025-01-16T12:05:46+00:00,579319,44.98,2,Asia,Dubai
Planche de surf,EUR,MALE,Monday,2025-01-20T12:10:05+00:00,584835,32.98,2,Asia,Abu Dhabi
Gourde de sport,EUR,FEMALE,Tuesday,2025-01-07T03:17:17+00:00,566856,78.98,2,Asia,
Tapis de yoga,EUR,FEMALE,Tuesday,2025-01-07T06:40:19+00:00,567039,39.98,2,Africa,Marrakesh
Sac à dos de randonnée,EUR,FEMALE,Tuesday,2025-01-07T07:06:14+00:00,567068,43.98,2,Europe,Monte Carlo
Serviette de sport,EUR,FEMALE,Sunday,2025-01-05T11:24:00+00:00,727071,83.97,4,Asia,Dubai
Vélos d’appartement,EUR,FEMALE,Saturday,2025-01-25T05:11:02+00:00,726566,134.96,4,Asia,Dubai
Montre de sport,EUR,MALE,Saturday,2025-01-25T16:50:53+00:00,717374,86.96,4,Asia,Istanbul
Shorts de running,EUR,FEMALE,Thursday,2025-01-02T11:51:22+00:00,560507,98.98,2,North America,New York
Ski,EUR,MALE,Wednesday,2025-01-01T10:52:19+00:00,559119,74.98,2,Asia,Dubai
Ballon de football,EUR,MALE,Wednesday,2025-01-01T11:44:10+00:00,559164,83.98,2,North America,New York
Ski,EUR,FEMALE,Wednesday,2025-01-01T12:25:55+00:00,559211,53.98,2,Europe,Cannes
Protège-dents,EUR,MALE,Sunday,2025-01-05T23:31:12+00:00,565284,82.98,2,Europe,
Snowboard,EUR,MALE,Thursday,2025-01-02T15:14:24+00:00,560712,28.98,2,Africa,Cairo
Serviette de sport,EUR,MALE,Wednesday,2025-01-15T20:54:14+00:00,578480,117.98,2,Europe,
Corde à sauter,EUR,FEMALE,Monday,2025-01-13T22:33:36+00:00,575938,92.98,2,Africa,Cairo
Snowboard,EUR,FEMALE,Sunday,2025-01-05T08:02:24+00:00,564380,53.98,2,Europe,Cannes
Bouteille isotherme,EUR,FEMALE,Thursday,2025-01-02T22:49:26+00:00,731537,149.96,4,North America,New York
Bandes élastiques de musculation,EUR,MALE,Wednesday,2025-01-08T22:32:10+00:00,569223,26.98,2,Europe,Cannes
Clubs de golf,EUR,FEMALE,Tuesday,2025-01-07T14:13:55+00:00,732229,186.96,4,Asia,Dubai
Bouteille isotherme,EUR,FEMALE,Tuesday,2025-01-07T13:58:05+00:00,724806,121.96,4,Asia,Dubai
Chaussures de randonnée,EUR,FEMALE,Friday,2025-01-24T11:18:14+00:00,590093,43.98,2,Africa,Cairo
Filet de volleyball,EUR,FEMALE,Friday,2025-01-03T14:47:02+00:00,562060,55.98,2,Europe,Cannes
Ballon de football,EUR,FEMALE,Friday,2025-01-03T15:28:48+00:00,562094,122.98,2,Europe,Birmingham
Protège-dents,EUR,MALE,Friday,2025-01-03T17:57:07+00:00,562236,60.98,2,Asia,Dubai
Clubs de golf,EUR,FEMALE,Friday,2025-01-03T18:56:10+00:00,562304,66.98,2,Asia,Dubai
Masque de plongée,EUR,FEMALE,Saturday,2025-01-04T06:18:43+00:00,562934,159.98,2,Europe,Monte Carlo
Patins à glace,EUR,MALE,Saturday,2025-01-04T07:29:17+00:00,562994,96.98,2,Europe,Cannes
Bandes élastiques de musculation,EUR,FEMALE,Tuesday,2024-12-31T20:45:36+00:00,558348,83.98,2,Europe,Cannes
Gants de boxe,EUR,FEMALE,Tuesday,2024-12-31T21:21:36+00:00,558378,43.98,2,Africa,Marrakesh
Casque de vélo,EUR,FEMALE,Saturday,2025-01-04T13:33:36+00:00,563317,22.98,2,Africa,Cairo
Bonnet de natation,EUR,MALE,Saturday,2025-01-04T13:50:53+00:00,563341,70.98,2,Africa,Cairo
Chaussures de football,EUR,MALE,Thursday,2025-01-02T12:38:53+00:00,560562,82.98,2,Asia,
Pantalon de survêtement,EUR,FEMALE,Thursday,2025-01-02T11:21:07+00:00,560478,43.98,2,Europe,Birmingham
Ballon de football,EUR,MALE,Saturday,2025-01-11T17:24:00+00:00,573027,66.98,2,North America,New York
Bouteille isotherme,EUR,MALE,Saturday,2025-01-11T18:00:00+00:00,573059,74.98,2,North America,New York
Masque de plongée,EUR,MALE,Saturday,2025-01-11T16:03:22+00:00,572949,60.98,2,Africa,Cairo
Haltères,EUR,MALE,Saturday,2025-01-11T16:42:14+00:00,572987,17.98,2,Africa,Marrakesh
Bouteille isotherme,EUR,FEMALE,Wednesday,2025-01-01T23:55:41+00:00,559840,99.98,2,Africa,Marrakesh
Kettlebell,EUR,FEMALE,Thursday,2025-01-02T00:59:02+00:00,559903,89.98,2,North America,New York
Casquette de sport,EUR,FEMALE,Thursday,2025-01-02T02:38:24+00:00,559990,53.98,2,Africa,Cairo
Maillot de bain,EUR,FEMALE,Friday,2025-01-17T16:49:26+00:00,580934,37.98,2,Africa,Marrakesh
Raquette de tennis,EUR,MALE,Sunday,2025-01-19T23:49:55+00:00,584146,49.98,2,Asia,Abu Dhabi
Sac à dos de randonnée,EUR,MALE,Thursday,2025-01-02T06:56:10+00:00,560220,22.98,2,Asia,Dubai
Chaussures de trail,EUR,MALE,Thursday,2025-01-02T07:39:22+00:00,560258,80.98,2,Asia,Istanbul
Sac à dos de randonnée,EUR,FEMALE,Thursday,2025-01-02T08:16:48+00:00,560302,54.98,2,Africa,Cairo
Planches d’équilibre,EUR,MALE,Thursday,2025-01-02T10:14:53+00:00,560412,32.98,2,Asia,Dubai
Sac de sport,EUR,FEMALE,Thursday,2025-01-02T04:09:07+00:00,560072,81.98,2,North America,New York
Maillot de bain,EUR,MALE,Monday,2024-12-30T09:25:55+00:00,556296,43.98,2,Asia,Istanbul
Bouteille isotherme,EUR,MALE,Tuesday,2025-01-07T20:13:55+00:00,567769,47.98,2,Africa,Cairo
Chaussures de trail,EUR,FEMALE,Thursday,2025-01-16T15:17:17+00:00,579510,74.98,2,Europe,Birmingham
Montre de sport,EUR,FEMALE,Thursday,2025-01-16T17:36:58+00:00,579632,45.98,2,Asia,
Kettlebell,EUR,MALE,Thursday,2025-01-16T18:14:24+00:00,579675,31.98,2,Asia,Abu Dhabi
Clubs de golf,EUR,MALE,Friday,2025-01-10T18:11:31+00:00,571709,49.98,2,Asia,
Ballon de football,EUR,MALE,Friday,2025-01-10T16:23:31+00:00,571599,71.98,2,Africa,Cairo
Filet de volleyball,EUR,FEMALE,Friday,2025-01-10T15:04:19+00:00,571547,102.98,2,Asia,
Gants de cyclisme,EUR,MALE,Friday,2025-01-10T19:37:55+00:00,571785,74.98,2,Africa,Marrakesh
Bonnet de natation,EUR,FEMALE,Friday,2025-01-10T12:54:43+00:00,571424,82.98,2,Europe,Cannes
Shorts de running,EUR,MALE,Saturday,2025-01-25T19:01:55+00:00,591853,114.98,2,Africa,Marrakesh
Planches d’équilibre,EUR,FEMALE,Saturday,2025-01-25T19:58:05+00:00,591896,39.98,2,North America,New York
Tapis de yoga,EUR,FEMALE,Friday,2025-01-24T18:33:07+00:00,590521,39.98,2,Asia,
Raquette de badminton,EUR,MALE,Friday,2025-01-24T19:17:46+00:00,590560,44.98,2,Asia,
Casque de vélo,EUR,MALE,Friday,2025-01-24T20:06:43+00:00,590595,50.98,2,North America,Los Angeles
Planche de surf,EUR,MALE,Thursday,2025-01-23T21:47:31+00:00,589338,66.98,2,Africa,Marrakesh
Clubs de golf,EUR,FEMALE,Thursday,2025-01-23T22:20:38+00:00,589374,27.98,2,North America,New York
Chaussures de course,EUR,MALE,Thursday,2025-01-02T10:59:31+00:00,560460,83.98,2,Africa,Cairo
Masque de plongée,EUR,FEMALE,Tuesday,2025-01-07T01:48:00+00:00,566772,49.98,2,Europe,Birmingham
Bandes élastiques de musculation,EUR,FEMALE,Friday,2025-01-24T08:28:19+00:00,589947,50.98,2,South America,Bogotu00e1
Casquette de sport,EUR,FEMALE,Sunday,2025-01-19T04:49:26+00:00,583017,43.98,2,North America,New York
Casquette de sport,EUR,FEMALE,Friday,2025-01-17T17:28:19+00:00,580966,53.98,2,Asia,
Planches d’équilibre,EUR,MALE,Friday,2025-01-17T13:42:14+00:00,580758,128.98,2,North America,New York
Bonnet de natation,EUR,FEMALE,Friday,2025-01-17T14:22:34+00:00,580802,78.98,2,North America,New York
Ski,EUR,MALE,Friday,2025-01-17T21:44:38+00:00,581203,70.98,2,Asia,Abu Dhabi
Palmes de natation,EUR,FEMALE,Friday,2025-01-17T15:23:02+00:00,580859,63.98,2,North America,New York
Chaussures de randonnée,EUR,FEMALE,Saturday,2025-01-04T19:00:29+00:00,563622,50.98,2,North America,Los Angeles
Bouteille isotherme,EUR,MALE,Saturday,2025-01-04T19:40:48+00:00,563666,97.98,2,Asia,Abu Dhabi
Roller,EUR,FEMALE,Sunday,2025-01-19T17:03:50+00:00,583739,49.98,2,Asia,Dubai
Casque de vélo,EUR,FEMALE,Monday,2025-01-06T02:48:29+00:00,565489,21.98,2,Asia,Dubai
Casque de vélo,EUR,MALE,Saturday,2025-01-04T07:59:31+00:00,563026,144.98,2,Africa,Cairo
Chaussures de course,EUR,FEMALE,Saturday,2025-01-04T09:12:58+00:00,563084,106.98,2,North America,New York
Kettlebell,EUR,MALE,Monday,2025-01-06T01:00:29+00:00,565366,99.98,2,Asia,Abu Dhabi
Bandes élastiques de musculation,EUR,FEMALE,Monday,2025-01-20T18:18:43+00:00,585164,27.98,2,Africa,Marrakesh
Paddle gonflable,EUR,FEMALE,Monday,2025-01-20T20:58:34+00:00,585318,93.98,2,Asia,
Ballon de basketball,EUR,MALE,Monday,2025-01-20T22:19:12+00:00,585379,44.98,2,Africa,Marrakesh
Kettlebell,EUR,MALE,Monday,2025-01-20T19:16:19+00:00,585223,66.98,2,Europe,Cannes
Bouteille isotherme,EUR,FEMALE,Monday,2025-01-20T20:05:17+00:00,585273,62.98,2,Africa,Cairo
Snowboard,EUR,FEMALE,Monday,2025-01-20T20:57:07+00:00,585316,124.98,2,North America,New York
Filet de volleyball,EUR,MALE,Friday,2025-01-03T20:31:12+00:00,562390,82.98,2,North America,New York
Chaussures de randonnée,EUR,MALE,Wednesday,2025-01-08T01:22:05+00:00,568039,39.98,2,Africa,Marrakesh
Ballon de football,EUR,MALE,Tuesday,2025-01-14T02:24:00+00:00,576155,52.98,2,Africa,Marrakesh
Chaussures de course,EUR,FEMALE,Tuesday,2025-01-14T03:31:41+00:00,576206,66.98,2,Europe,Cannes
Ballon de football,EUR,FEMALE,Saturday,2025-01-04T06:51:50+00:00,562963,36.98,2,South America,Bogotu00e1
Kettlebell,EUR,MALE,Saturday,2025-01-04T07:52:19+00:00,563016,70.98,2,Africa,Marrakesh
Chaussures de trail,EUR,FEMALE,Tuesday,2024-12-31T21:01:26+00:00,558358,62.98,2,North America,New York
Haltères,EUR,FEMALE,Saturday,2025-01-04T00:14:24+00:00,562598,70.98,2,Europe,
Chaussures de course,EUR,FEMALE,Saturday,2025-01-04T13:48:00+00:00,563336,78.98,2,North America,New York
Casque de vélo,EUR,FEMALE,Thursday,2025-01-02T11:12:29+00:00,560473,53.98,2,North America,New York
Sac à dos de randonnée,EUR,MALE,Thursday,2025-01-02T13:26:24+00:00,560610,162.98,2,Asia,Istanbul
Tapis de yoga,EUR,MALE,Wednesday,2025-01-01T11:34:05+00:00,559151,41.98,2,Africa,Cairo
